Configuration, Epochs, Learning Rate, Regularization, Momentum, Loss (MSE), Evaluation (MEE)
354, 600, 0.01, 8e-05, 0.3, 6.196414761116578, 2.040643225550732
355, 600, 0.01, 8e-05, 0.1, 5.814714046934424, 1.9649611909244473
356, 600, 0.01, 8e-05, 0.08, 5.803129123091364, 1.9949397478848607
357, 600, 0.01, 8e-05, 0.05, 5.706502904985558, 2.012991405990782
358, 600, 0.01, 8e-05, 0.03, 5.767552626110133, 1.989651383019016
359, 600, 0.01, 8e-05, 0.01, 5.743734381071949, 1.9712834018254717
360, 600, 0.01, 5e-05, 0.8, 463532.05273267406, 725.07043184629
361, 600, 0.01, 5e-05, 0.5, 7.7490716139663105, 2.052528720018736
362, 600, 0.01, 5e-05, 0.3, 6.197711095472434, 1.9989763984257205
363, 600, 0.01, 5e-05, 0.1, 5.853277560583548, 1.9509972271732547
364, 600, 0.01, 5e-05, 0.08, 5.820563429215601, 1.9651315067530502
365, 600, 0.01, 5e-05, 0.05, 5.890903373707189, 1.984379911146473
366, 600, 0.01, 5e-05, 0.03, 5.860130725941586, 1.9979834358915802
367, 600, 0.01, 5e-05, 0.01, 5.73747807391603, 1.97728938915889
368, 600, 0.01, 3e-05, 0.8, 509868.74276392965, 731.8070876285087
369, 600, 0.01, 3e-05, 0.5, 7.564869692485677, 2.085582739494402
370, 600, 0.01, 3e-05, 0.3, 6.309377852633152, 2.023743721094552
371, 600, 0.01, 3e-05, 0.1, 5.957787099180482, 2.0090235020742564
372, 600, 0.01, 3e-05, 0.08, 5.875121153264682, 1.9870262670248788
373, 600, 0.01, 3e-05, 0.05, 5.820004716687513, 1.9800249074630458
374, 600, 0.01, 3e-05, 0.03, 5.822338158650896, 2.0124873766798608
375, 600, 0.01, 3e-05, 0.01, 5.905975035024038, 1.9811685978433897
376, 600, 0.01, 1e-05, 0.8, 463464.5407928422, 731.878371149971
377, 600, 0.01, 1e-05, 0.5, 7.946992705609915, 2.0583144759023653
378, 600, 0.01, 1e-05, 0.3, 6.336372441694477, 2.019018055387522
379, 600, 0.01, 1e-05, 0.1, 5.90684502844042, 1.999254330155645
380, 600, 0.01, 1e-05, 0.08, 6.0203311750713, 2.027782842411974
381, 600, 0.01, 1e-05, 0.05, 5.813190997385297, 2.0025095926975216
382, 600, 0.01, 1e-05, 0.03, 5.742542070021209, 1.988942844021669
383, 600, 0.01, 1e-05, 0.01, 5.904901298701414, 1.980387811073724
384, 600, 0.008, 8e-05, 0.8, 438236.27318637155, 556.2840752863647
385, 600, 0.008, 8e-05, 0.5, 7.329769930005375, 2.0782433991537217
386, 600, 0.008, 8e-05, 0.3, 6.295757723108551, 2.068913026590739
387, 600, 0.008, 8e-05, 0.1, 5.8401357037786035, 1.9999827677954989
388, 600, 0.008, 8e-05, 0.08, 5.817719536214368, 1.9907237203583033
389, 600, 0.008, 8e-05, 0.05, 5.954887434507389, 2.0062046642445757
390, 600, 0.008, 8e-05, 0.03, 5.922930235305864, 1.9953332564404451
391, 600, 0.008, 8e-05, 0.01, 5.841525516190422, 2.0076054887743284
392, 600, 0.008, 5e-05, 0.8, 438236.27318637155, 562.3761638642571
393, 600, 0.008, 5e-05, 0.5, 7.225617308711525, 2.1001346861177503
394, 600, 0.008, 5e-05, 0.3, 6.3093971369114215, 2.0508698512388266
395, 600, 0.008, 5e-05, 0.1, 5.938944855207203, 2.013880375025628
396, 600, 0.008, 5e-05, 0.08, 6.068304540321467, 2.0402893831564146
397, 600, 0.008, 5e-05, 0.05, 5.848819263695571, 2.051207701575602
398, 600, 0.008, 5e-05, 0.03, 5.7632221121318885, 2.0257140026959055
399, 600, 0.008, 5e-05, 0.01, 5.69944398447735, 1.9741185464471827
400, 600, 0.008, 3e-05, 0.8, 438236.27318637155, 524.4499147745339
401, 600, 0.008, 3e-05, 0.5, 7.099515169016842, 2.0655647848499767
402, 600, 0.008, 3e-05, 0.3, 6.308694873561381, 2.069957446470327
403, 600, 0.008, 3e-05, 0.1, 5.9821872029767045, 2.0041845216792304
404, 600, 0.008, 3e-05, 0.08, 5.89358475721873, 2.017206695539017
405, 600, 0.008, 3e-05, 0.05, 5.93584241687102, 2.0348680748992622
406, 600, 0.008, 3e-05, 0.03, 6.030606230200057, 2.0063361239242137
407, 600, 0.008, 3e-05, 0.01, 5.713403006499105, 2.016997158749014
408, 600, 0.008, 1e-05, 0.8, 438236.27318637155, 508.64659788353794
409, 600, 0.008, 1e-05, 0.5, 7.392882002302983, 2.0986958143993535
410, 600, 0.008, 1e-05, 0.3, 6.45169535339959, 2.0751995371688507
411, 600, 0.008, 1e-05, 0.1, 5.940710475422756, 2.0098163768315613
412, 600, 0.008, 1e-05, 0.08, 6.015886583362886, 2.0255561146125625
413, 600, 0.008, 1e-05, 0.05, 6.00054959004293, 1.9880307465847449
414, 600, 0.008, 1e-05, 0.03, 5.961457514085542, 2.0321318135193756
415, 600, 0.008, 1e-05, 0.01, 5.953105936484284, 2.037469725928691
416, 600, 0.005, 8e-05, 0.8, 89.72004442936034, 3.333586823839741
417, 600, 0.005, 8e-05, 0.5, 7.150094078468257, 2.164535677985713
418, 600, 0.005, 8e-05, 0.3, 6.719576261196876, 2.113544407037615
419, 600, 0.005, 8e-05, 0.1, 6.252600431545335, 2.092182014153793
420, 600, 0.005, 8e-05, 0.08, 6.300178394459232, 2.073831141770963
421, 600, 0.005, 8e-05, 0.05, 6.1895765534296965, 2.060331561518594
422, 600, 0.005, 8e-05, 0.03, 5.959369449351534, 2.0923410119576844
423, 600, 0.005, 8e-05, 0.01, 6.010801614391594, 2.0221580974799425
424, 600, 0.005, 5e-05, 0.8, 71.0730035017466, 3.1156802870146922
425, 600, 0.005, 5e-05, 0.5, 7.337903595812419, 2.1980162825851584
426, 600, 0.005, 5e-05, 0.3, 6.82862231438516, 2.119808578565101
427, 600, 0.005, 5e-05, 0.1, 6.266873254055644, 2.0893783473720635
428, 600, 0.005, 5e-05, 0.08, 6.2357726010021794, 2.0695929056417612
429, 600, 0.005, 5e-05, 0.05, 6.268306367542161, 2.0457526052574577
430, 600, 0.005, 5e-05, 0.03, 6.14916563383896, 2.0325714239090558
431, 600, 0.005, 5e-05, 0.01, 6.115120243042221, 2.0886379099873573
432, 600, 0.005, 3e-05, 0.8, 43880.87555600237, 15.560373737697606
433, 600, 0.005, 3e-05, 0.5, 7.283865155257075, 2.1740906659417822
434, 600, 0.005, 3e-05, 0.3, 6.81564275209107, 2.1394263750690663
435, 600, 0.005, 3e-05, 0.1, 6.1718796083958996, 2.0739097426673174
436, 600, 0.005, 3e-05, 0.08, 6.1281581048345855, 2.079823101270201
437, 600, 0.005, 3e-05, 0.05, 6.344643589317172, 2.084008721652662
438, 600, 0.005, 3e-05, 0.03, 6.152062106051834, 2.073965969890966
439, 600, 0.005, 3e-05, 0.01, 6.1801110643634285, 2.0701801295963866
440, 600, 0.005, 1e-05, 0.8, 61.179663460722544, 2.7668732152687943
441, 600, 0.005, 1e-05, 0.5, 7.272884882514106, 2.199274730379741
442, 600, 0.005, 1e-05, 0.3, 6.755004895002315, 2.1285524827084967
443, 600, 0.005, 1e-05, 0.1, 6.336134585608874, 2.0922976197802874
444, 600, 0.005, 1e-05, 0.08, 6.2496526448965835, 2.0625686376285373
445, 600, 0.005, 1e-05, 0.05, 6.26222121875492, 2.082780483868082
446, 600, 0.005, 1e-05, 0.03, 6.229559689953966, 2.0587850605204667
447, 600, 0.005, 1e-05, 0.01, 6.173788529409135, 2.0692609003833233
448, 600, 0.003, 8e-05, 0.8, 12.952487585984858, 2.4194661159189614
449, 600, 0.003, 8e-05, 0.5, 7.707845281453399, 2.277359804540865
450, 600, 0.003, 8e-05, 0.3, 7.203288453654141, 2.218465114160135
451, 600, 0.003, 8e-05, 0.1, 7.002359687762929, 2.1757026809971847
452, 600, 0.003, 8e-05, 0.08, 6.884585039265194, 2.1281958423294656
453, 600, 0.003, 8e-05, 0.05, 6.7177234478865895, 2.16404959956426
454, 600, 0.003, 8e-05, 0.03, 6.67107904656263, 2.124647207050708
455, 600, 0.003, 8e-05, 0.01, 6.65735044654212, 2.147936755414082
456, 600, 0.003, 5e-05, 0.8, 12.094150708582488, 2.516402350171678
457, 600, 0.003, 5e-05, 0.5, 7.63760312332964, 2.2923499127388585
458, 600, 0.003, 5e-05, 0.3, 7.196816440752738, 2.2201225675675262
459, 600, 0.003, 5e-05, 0.1, 6.784962504681907, 2.133377337986483
460, 600, 0.003, 5e-05, 0.08, 6.721253554757321, 2.130759479506071
461, 600, 0.003, 5e-05, 0.05, 6.649220711381966, 2.1134381656570094
462, 600, 0.003, 5e-05, 0.03, 6.4875493090232865, 2.146659205454128
463, 600, 0.003, 5e-05, 0.01, 6.602055929223359, 2.128850906837223
464, 600, 0.003, 3e-05, 0.8, 12.703826810370876, 2.5022523578128775
465, 600, 0.003, 3e-05, 0.5, 7.885461509436378, 2.2878037043741273
466, 600, 0.003, 3e-05, 0.3, 7.197098683246987, 2.1819495486641154
467, 600, 0.003, 3e-05, 0.1, 6.799951104993485, 2.1556268230078106
468, 600, 0.003, 3e-05, 0.08, 6.805387149572086, 2.1542818130883834
469, 600, 0.003, 3e-05, 0.05, 6.779995050925756, 2.136651835640831
470, 600, 0.003, 3e-05, 0.03, 6.628314659853231, 2.116499035203445
471, 600, 0.003, 3e-05, 0.01, 6.717743679450574, 2.130766818895826
472, 600, 0.003, 1e-05, 0.8, 13.023415758133492, 2.55751520562996
473, 600, 0.003, 1e-05, 0.5, 7.771693988173716, 2.330704393287067
474, 600, 0.003, 1e-05, 0.3, 7.40296589720572, 2.264446841919747
475, 600, 0.003, 1e-05, 0.1, 6.944229890308035, 2.1612352156724475
476, 600, 0.003, 1e-05, 0.08, 6.957262932825029, 2.1439884294068285
477, 600, 0.003, 1e-05, 0.05, 6.845800851633096, 2.16159834743394
478, 600, 0.003, 1e-05, 0.03, 6.791328969475154, 2.1567431767680327
479, 600, 0.003, 1e-05, 0.01, 6.815525652698428, 2.1581491014729384
480, 600, 0.001, 8e-05, 0.8, 22.814760763093847, 3.9413403233310014
481, 600, 0.001, 8e-05, 0.5, 14.271180169570666, 3.14705056656943
482, 600, 0.001, 8e-05, 0.3, 10.82831260568891, 2.7250161832662543
483, 600, 0.001, 8e-05, 0.1, 9.934895861565497, 2.623715804128831
484, 600, 0.001, 8e-05, 0.08, 9.908468528019085, 2.6329014908367125
485, 600, 0.001, 8e-05, 0.05, 9.484974983596521, 2.5077787817772696
486, 600, 0.001, 8e-05, 0.03, 9.023167997300945, 2.4772976922672125
487, 600, 0.001, 8e-05, 0.01, 9.077421725174656, 2.5190366401524953
488, 600, 0.001, 5e-05, 0.8, 23.43751381783506, 4.051321599630095
489, 600, 0.001, 5e-05, 0.5, 15.06772131140607, 3.180502333913302
490, 600, 0.001, 5e-05, 0.3, 11.579146545953176, 2.759686523819311
491, 600, 0.001, 5e-05, 0.1, 9.858245831191855, 2.5784359204059486
492, 600, 0.001, 5e-05, 0.08, 10.010538652626598, 2.5915434116717715
493, 600, 0.001, 5e-05, 0.05, 9.10311167033667, 2.486126638693814
494, 600, 0.001, 5e-05, 0.03, 9.223650802455722, 2.4842370761104395
495, 600, 0.001, 5e-05, 0.01, 9.241452937950363, 2.496209928744441
496, 600, 0.001, 3e-05, 0.8, 29.20385176286437, 4.393584814075039
497, 600, 0.001, 3e-05, 0.5, 14.462876477065654, 3.1441518375385993
498, 600, 0.001, 3e-05, 0.3, 11.5291146156018, 2.7881362607587064
499, 600, 0.001, 3e-05, 0.1, 9.953583622683317, 2.6144200277363687
500, 600, 0.001, 3e-05, 0.08, 9.62293208822353, 2.6059920385703266
501, 600, 0.001, 3e-05, 0.05, 9.5731151517252, 2.51517042284654
502, 600, 0.001, 3e-05, 0.03, 9.59850986765274, 2.54830788916683
503, 600, 0.001, 3e-05, 0.01, 8.788184352939766, 2.502084791014959
504, 600, 0.001, 1e-05, 0.8, 25.41345664673464, 4.173181966275912
505, 600, 0.001, 1e-05, 0.5, 14.018801236269724, 3.1166675335490726
506, 600, 0.001, 1e-05, 0.3, 11.379651633518156, 2.786540479722143
507, 600, 0.001, 1e-05, 0.1, 10.256632357077876, 2.573351067028638
508, 600, 0.001, 1e-05, 0.08, 9.815058409212309, 2.6250146824530063
509, 600, 0.001, 1e-05, 0.05, 9.510484629205784, 2.556090019794992
510, 600, 0.001, 1e-05, 0.03, 9.689707806998282, 2.5724175971337293
511, 600, 0.001, 1e-05, 0.01, 9.76092168063239, 2.5847691761503158
